id	order	type	page_title	app_question	app_question_with_defect	defect	has_not_applicable_option	defect_order	has_image	has_text	is_prohibitional	show_warning	warning_text	safety_notes	for_hgv	for_non-hgv
359	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Uneven tread wear (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
360	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
361	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
362	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
363	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
364	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
365	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Wheel nuts loose (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
366	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (1st axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
367	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (1st axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
368	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (2nd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
369	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (2nd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
370	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (3rd axel offside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
371	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Missing wheel nuts (3rd axel nearside)	0	0	1	0	1	0	\N	Not roadworthy call tyre company in handbook to rectify	1	1
372	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (1st axel offside)	0	0	0	0	1	0	\N	Call tyre company in handbook to get Re-torque	1	1
373	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (1st axel nearside)	0	0	0	0	1	0	\N	Call tyre company in handbook to get Re-torque	1	1
374	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (2nd axel offside)	0	0	0	0	1	0	\N	Call tyre company in handbook to get Re-torque	1	1
375	65	yesno	Trailer Wheels and Tyres	Are the wheels and tyres free from defects?	Are the wheels and tyres free from defects?	Re-torque required (2nd axel nearside)	0	0	0	0	1	0	\N	Call tyre company in handbook to get Re-torque	1	1
